1756943519.923066827,192.168.1.157,142.250.200.78,37874,443,,,6,66
1756943519.923102731,142.250.200.78,192.168.1.157,443,37874,,,6,7066
1756943519.923102893,142.250.200.78,192.168.1.157,443,37874,,,6,7066
1756943519.923139008,142.250.200.78,192.168.1.157,443,37874,,,6,7066
1756943519.923139058,142.250.200.78,192.168.1.157,443,37874,,,6,7066
1756943519.923173526,142.250.200.78,192.168.1.157,443,37874,,,6,7066
1756943519.923173637,142.250.200.78,192.168.1.157,443,37874,,,6,7066
1756943519.923192661,192.168.1.157,142.250.200.78,37874,443,,,6,66
1756943519.923196657,142.250.200.78,192.168.1.157,443,37874,,,6,3117
1756943519.923196780,142.250.200.78,192.168.1.157,443,37874,,,6,317
1756943519.923230208,192.168.1.157,142.250.200.78,37874,443,,,6,78
1756943519.923853903,192.168.1.157,142.250.200.78,37874,443,,,6,66
1756943519.938011882,142.250.200.78,192.168.1.157,443,37874,,,6,1539
1756943519.938012419,142.250.200.78,192.168.1.157,443,37874,,,6,7066
1756943519.938012506,142.250.200.78,192.168.1.157,443,37874,,,6,7066
1756943519.938081158,192.168.1.157,142.250.200.78,37874,443,,,6,66
1756943519.938125510,192.168.1.157,142.250.200.78,37874,443,,,6,66
1756943519.938392027,192.168.1.157,142.250.200.78,37874,443,,,6,105
1756943519.940381153,142.250.200.78,192.168.1.157,443,37874,,,6,7066
1756943519.940381452,142.250.200.78,192.168.1.157,443,37874,,,6,7066
1756943519.940428810,192.168.1.157,142.250.200.78,37874,443,,,6,66
1756943519.940444214,192.168.1.157,142.250.200.78,37874,443,,,6,66
1756943519.940480025,142.250.200.78,192.168.1.157,443,37874,,,6,7066
1756943519.940480180,142.250.200.78,192.168.1.157,443,37874,,,6,7066
1756943519.940535056,192.168.1.157,142.250.200.78,37874,443,,,6,66
1756943519.943241209,142.250.200.78,192.168.1.157,443,37874,,,6,7066
1756943519.943259543,192.168.1.157,142.250.200.78,37874,443,,,6,66
1756943519.954118200,142.250.200.78,192.168.1.157,443,37874,,,6,7066
1756943519.954118462,142.250.200.78,192.168.1.157,443,37874,,,6,3458
1756943519.954157219,192.168.1.157,142.250.200.78,37874,443,,,6,66
1756943519.954173627,142.250.200.78,192.168.1.157,443,37874,,,6,66
1756943519.954173683,142.250.200.78,192.168.1.157,443,37874,,,6,2031
1756943519.954205087,192.168.1.157,142.250.200.78,37874,443,,,6,66
1756943519.988284935,192.168.1.157,142.250.200.78,37874,443,,,6,2543
1756943519.990026390,192.168.1.157,142.250.200.78,37874,443,,,6,2541
1756943519.990878439,192.168.1.157,142.250.200.78,37874,443,,,6,2549
1756943520.005368741,142.250.200.78,192.168.1.157,443,37874,,,6,66
1756943520.005369023,142.250.200.78,192.168.1.157,443,37874,,,6,66
1756943520.005369044,142.250.200.78,192.168.1.157,443,37874,,,6,66
1756943520.006276863,192.168.1.157,80.58.61.250,,,35718,53,17,104
1756943520.006494077,192.168.1.157,80.58.61.250,,,52247,53,17,104
1756943520.006515842,192.168.1.157,80.58.61.250,,,57220,53,17,104
1756943520.027549245,80.58.61.250,192.168.1.157,,,53,35718,17,200
1756943520.027548993,80.58.61.250,192.168.1.157,,,53,57220,17,162
1756943520.029594939,80.58.61.250,192.168.1.157,,,53,52247,17,150
1756943520.031102182,192.168.1.157,74.125.97.198,,,50078,443,17,1294
1756943520.031121214,192.168.1.157,74.125.97.198,,,50078,443,17,1294
1756943520.034973289,142.250.200.78,192.168.1.157,443,37874,,,6,133
1756943520.034973527,142.250.200.78,192.168.1.157,443,37874,,,6,135
1756943520.034973546,142.250.200.78,192.168.1.157,443,37874,,,6,97
1756943520.034973564,142.250.200.78,192.168.1.157,443,37874,,,6,105
1756943520.034973583,142.250.200.78,192.168.1.157,443,37874,,,6,97
1756943520.034973602,142.250.200.78,192.168.1.157,443,37874,,,6,133
1756943520.034973621,142.250.200.78,192.168.1.157,443,37874,,,6,97
1756943520.035203138,192.168.1.157,142.250.200.78,37874,443,,,6,105
1756943520.037054905,192.168.1.157,80.58.61.250,,,53271,53,17,96
1756943520.037252750,192.168.1.157,80.58.61.250,,,42554,53,17,96
1756943520.037280837,192.168.1.157,80.58.61.250,,,34260,53,17,96
1756943520.043498261,192.168.1.157,80.58.61.250,,,53878,53,17,104
1756943520.043662133,192.168.1.157,80.58.61.250,,,59915,53,17,104
1756943520.043684322,192.168.1.157,80.58.61.250,,,55059,53,17,104
1756943520.046848437,74.125.97.198,192.168.1.157,,,443,50078,17,85
1756943520.046848645,74.125.97.198,192.168.1.157,,,443,50078,17,1294
1756943520.046848673,74.125.97.198,192.168.1.157,,,443,50078,17,1294
1756943520.046848695,74.125.97.198,192.168.1.157,,,443,50078,17,1294
1756943520.046848714,74.125.97.198,192.168.1.157,,,443,50078,17,1294
1756943520.046848733,74.125.97.198,192.168.1.157,,,443,50078,17,1294
1756943520.046848751,74.125.97.198,192.168.1.157,,,443,50078,17,69
1756943520.047652494,192.168.1.157,80.58.61.250,,,32809,53,17,82
1756943520.047809834,192.168.1.157,80.58.61.250,,,58508,53,17,82
1756943520.048747126,192.168.1.157,74.125.97.198,,,50078,443,17,129
1756943520.050343556,192.168.1.157,74.125.97.198,,,50078,443,17,173
1756943520.050358380,192.168.1.157,74.125.97.198,,,50078,443,17,110
1756943520.050829412,192.168.1.157,74.125.97.198,,,50078,443,17,1294
1756943520.050842538,192.168.1.157,74.125.97.198,,,50078,443,17,1294
1756943520.050849484,192.168.1.157,74.125.97.198,,,50078,443,17,452
1756943520.055366433,80.58.61.250,192.168.1.157,,,53,53271,17,153
1756943520.055367107,142.250.200.78,192.168.1.157,443,37874,,,6,66
1756943520.055367276,80.58.61.250,192.168.1.157,,,53,34260,17,124
1756943520.059576234,80.58.61.250,192.168.1.157,,,53,42554,17,112
1756943520.061780664,80.58.61.250,192.168.1.157,,,53,55059,17,150
1756943520.061780521,80.58.61.250,192.168.1.157,,,53,53878,17,200
1756943520.064227035,74.125.97.198,192.168.1.157,,,443,50078,17,575
1756943520.064227116,74.125.97.198,192.168.1.157,,,443,50078,17,161
1756943520.064227136,74.125.97.198,192.168.1.157,,,443,50078,17,68
1756943520.064227155,74.125.97.198,192.168.1.157,,,443,50078,17,68
1756943520.064227174,74.125.97.198,192.168.1.157,,,443,50078,17,666
1756943520.064227193,74.125.97.198,192.168.1.157,,,443,50078,17,174
1756943520.064227211,74.125.97.198,192.168.1.157,,,443,50078,17,67
1756943520.065126567,192.168.1.157,74.125.97.198,,,50078,443,17,78
1756943520.065768951,80.58.61.250,192.168.1.157,,,53,59915,17,162
1756943520.065769187,80.58.61.250,192.168.1.157,,,53,32809,17,139
1756943520.067587032,192.168.1.157,74.125.97.198,,,40117,443,17,1294
1756943520.067603746,192.168.1.157,74.125.97.198,,,40117,443,17,1294
1756943520.067613552,192.168.1.157,74.125.97.198,,,40117,443,17,1294
1756943520.068021309,192.168.1.157,74.125.97.202,,,35442,443,17,1294
1756943520.068028801,192.168.1.157,74.125.97.202,,,35442,443,17,1294
1756943520.070171175,80.58.61.250,192.168.1.157,,,53,58508,17,274
1756943520.071643193,192.168.1.157,142.250.184.182,,,37062,443,17,1294
1756943520.071654720,192.168.1.157,142.250.184.182,,,37062,443,17,1294
1756943520.071665130,192.168.1.157,142.250.184.182,,,37062,443,17,1294
1756943520.082537792,74.125.97.198,192.168.1.157,,,443,40117,17,85
1756943520.082537506,74.125.97.202,192.168.1.157,,,443,35442,17,85
1756943520.082537935,74.125.97.198,192.168.1.157,,,443,40117,17,85
1756943520.084141908,74.125.97.198,192.168.1.157,,,443,40117,17,1294
1756943520.084142026,74.125.97.198,192.168.1.157,,,443,40117,17,1294
1756943520.084142054,74.125.97.198,192.168.1.157,,,443,40117,17,1294
1756943520.084142073,74.125.97.198,192.168.1.157,,,443,40117,17,1294
1756943520.084142091,74.125.97.198,192.168.1.157,,,443,40117,17,1294
1756943520.084142110,74.125.97.198,192.168.1.157,,,443,40117,17,1289
1756943520.084160554,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.084160658,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.084160685,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.084160724,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.084160759,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.084160796,74.125.97.202,192.168.1.157,,,443,35442,17,72
1756943520.085526285,192.168.1.157,74.125.97.198,,,40117,443,17,195
1756943520.087459773,192.168.1.157,74.125.97.202,,,35442,443,17,129
1756943520.087588098,142.250.184.182,192.168.1.157,,,443,37062,17,85
1756943520.087588344,142.250.184.182,192.168.1.157,,,443,37062,17,85
1756943520.087588369,142.250.184.182,192.168.1.157,,,443,37062,17,1294
1756943520.087588398,142.250.184.182,192.168.1.157,,,443,37062,17,1294
1756943520.087853583,192.168.1.157,74.125.97.198,,,40117,443,17,212
1756943520.087927374,192.168.1.157,74.125.97.198,,,40117,443,17,125
1756943520.088812423,192.168.1.157,74.125.97.202,,,35442,443,17,173
1756943520.088828045,192.168.1.157,74.125.97.202,,,35442,443,17,114
1756943520.089211332,192.168.1.157,74.125.97.202,,,35442,443,17,1294
1756943520.089222963,192.168.1.157,74.125.97.202,,,35442,443,17,1294
1756943520.089228785,192.168.1.157,74.125.97.202,,,35442,443,17,706
1756943520.106044321,192.168.1.157,142.250.184.182,,,37062,443,17,1294
1756943520.107100280,74.125.97.198,192.168.1.157,,,443,40117,17,575
1756943520.107100520,74.125.97.198,192.168.1.157,,,443,40117,17,161
1756943520.107116733,74.125.97.202,192.168.1.157,,,443,35442,17,575
1756943520.107116856,74.125.97.202,192.168.1.157,,,443,35442,17,161
1756943520.107116875,74.125.97.202,192.168.1.157,,,443,35442,17,68
1756943520.107116894,74.125.97.202,192.168.1.157,,,443,35442,17,68
1756943520.107165929,192.168.1.157,74.125.97.198,,,40117,443,17,125
1756943520.107700141,192.168.1.157,74.125.97.202,,,35442,443,17,73
1756943520.107913462,74.125.97.198,192.168.1.157,,,443,50078,17,69
1756943520.107914025,74.125.97.202,192.168.1.157,,,443,35442,17,666
1756943520.107925006,142.250.184.182,192.168.1.157,,,443,37062,17,1294
1756943520.107925117,142.250.184.182,192.168.1.157,,,443,37062,17,349
1756943520.107925138,142.250.184.182,192.168.1.157,,,443,37062,17,659
1756943520.107925159,142.250.184.182,192.168.1.157,,,443,37062,17,1290
1756943520.107925184,142.250.184.182,192.168.1.157,,,443,37062,17,1294
1756943520.107925217,142.250.184.182,192.168.1.157,,,443,37062,17,1294
1756943520.107925254,142.250.184.182,192.168.1.157,,,443,37062,17,1294
1756943520.107925287,142.250.184.182,192.168.1.157,,,443,37062,17,1294
1756943520.107950112,142.250.184.182,192.168.1.157,,,443,37062,17,1294
1756943520.107950221,142.250.184.182,192.168.1.157,,,443,37062,17,1294
1756943520.107950254,142.250.184.182,192.168.1.157,,,443,37062,17,536
1756943520.108103399,192.168.1.157,74.125.97.202,,,35442,443,17,73
1756943520.109362106,192.168.1.157,142.250.184.182,,,37062,443,17,204
1756943520.121365378,74.125.97.198,192.168.1.157,,,443,40117,17,84
1756943520.121366287,142.250.184.182,192.168.1.157,,,443,37062,17,1294
1756943520.121366428,142.250.184.182,192.168.1.157,,,443,37062,17,69
1756943520.121457921,192.168.1.157,74.125.97.198,,,40117,443,17,125
1756943520.127283091,192.168.1.157,74.125.97.202,,,35442,443,17,74
1756943520.134145164,142.250.184.182,192.168.1.157,,,443,37062,17,165
1756943520.134332071,192.168.1.157,142.250.184.182,,,37062,443,17,75
1756943520.136898964,74.125.97.198,192.168.1.157,,,443,40117,17,84
1756943520.136987464,192.168.1.157,74.125.97.198,,,40117,443,17,125
1756943520.159153732,74.125.97.202,192.168.1.157,,,443,35442,17,69
1756943520.159153626,142.250.184.182,192.168.1.157,,,443,37062,17,69
1756943520.228922054,74.125.97.202,192.168.1.157,,,443,35442,17,1290
1756943520.228922261,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.228922292,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.228922312,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.228922330,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.228922349,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.228922370,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.229069139,192.168.1.157,74.125.97.202,,,35442,443,17,73
1756943520.231022512,192.168.1.157,74.125.97.202,,,38205,443,17,1294
1756943520.231038578,192.168.1.157,74.125.97.202,,,38205,443,17,1294
1756943520.231048177,192.168.1.157,74.125.97.202,,,38205,443,17,1294
1756943520.231399811,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.231400059,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.231400078,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.231400096,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.231400116,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.231400134,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.231400151,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.231400170,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.231425453,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.231425479,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.231425497,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.231425520,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.231425540,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.231425557,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.231425574,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.231425591,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.231496571,192.168.1.157,74.125.97.202,,,35442,443,17,73
1756943520.233617628,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.233617814,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.233617831,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.233617849,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.233617867,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.233617885,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.233617902,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.233617920,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.233636787,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.233636826,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.233636863,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.233636896,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.233636916,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.233636935,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.233636954,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.233714213,192.168.1.157,74.125.97.202,,,35442,443,17,73
1756943520.235630571,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.235630625,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.235630652,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.235630673,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.235630693,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.235709661,192.168.1.157,74.125.97.202,,,35442,443,17,73
1756943520.245746842,74.125.97.202,192.168.1.157,,,443,38205,17,85
1756943520.245747116,74.125.97.202,192.168.1.157,,,443,38205,17,85
1756943520.245747172,74.125.97.202,192.168.1.157,,,443,38205,17,1294
1756943520.245753435,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.245753527,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.245753592,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.245753638,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.245753677,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.245753709,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.245753743,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.245753781,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.245793172,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.245793225,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.245793287,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.245793316,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.246022875,192.168.1.157,74.125.97.202,,,35442,443,17,74
1756943520.247230337,74.125.97.202,192.168.1.157,,,443,38205,17,1294
1756943520.247230451,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.247230541,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.247230489,74.125.97.202,192.168.1.157,,,443,38205,17,1294
1756943520.247230589,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.247230529,74.125.97.202,192.168.1.157,,,443,38205,17,1294
1756943520.247230625,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.247230566,74.125.97.202,192.168.1.157,,,443,38205,17,1294
1756943520.247230663,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.247230599,74.125.97.202,192.168.1.157,,,443,38205,17,1294
1756943520.247230694,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.247230631,74.125.97.202,192.168.1.157,,,443,38205,17,77
1756943520.247230719,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.247230745,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.247426911,192.168.1.157,74.125.97.202,,,35442,443,17,75
1756943520.248509595,192.168.1.157,74.125.97.202,,,38205,443,17,129
1756943520.249679539,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.249679870,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.249679888,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.249679907,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.249679925,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.249679943,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.249679959,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.249679976,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.249709797,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.249709823,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.249709844,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.249709863,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.249709881,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.249709900,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.249709917,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.249709936,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.249722749,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.249722782,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.249722808,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.249722856,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.249821702,192.168.1.157,74.125.97.202,,,35442,443,17,75
1756943520.250089471,192.168.1.157,74.125.97.202,,,38205,443,17,219
1756943520.250140085,192.168.1.157,74.125.97.202,,,38205,443,17,125
1756943520.252122243,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.252122296,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.252122325,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.252122343,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.252122363,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.252122381,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.252122398,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.252122415,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.252139471,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.252139509,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.252139545,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.252139601,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.252212061,192.168.1.157,74.125.97.202,,,35442,443,17,75
1756943520.253627120,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.253627356,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.253627376,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.253627396,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.253627415,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.253627432,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.253627450,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.253627470,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.253657853,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.253657974,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.253657995,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.253658027,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.253749833,192.168.1.157,74.125.97.202,,,35442,443,17,75
1756943520.256044724,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.256045048,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.256045080,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.256045105,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.256045129,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.256045155,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.256045176,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.256045196,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.256087970,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.256088075,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.256088119,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.256088149,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.256230641,192.168.1.157,74.125.97.202,,,35442,443,17,75
1756943520.257560218,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.257560435,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.257560466,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.257560484,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.257560503,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.257560523,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.257560542,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.257560560,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.257584295,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.257584328,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.257686135,192.168.1.157,74.125.97.202,,,35442,443,17,75
1756943520.261477329,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.261477438,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.261477457,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.261477475,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.261477495,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.261477515,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.261477533,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.261477551,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.261504342,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.261504368,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.261504392,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.261504415,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.261504432,74.125.97.202,192.168.1.157,,,443,35442,17,1294
1756943520.261504451,74.125.97.202,192.168.1.157,,,443,35442,17,1294
